trace_id,dataset,task_id,model,agent_or_harness,success,reward,resolved,duration_s,input_tokens,output_tokens,cache_tokens,total_steps
terminalbench:compile-compcert__jhxWCTc,terminalbench,compile-compcert,grok-code-fast-1@xai,terminus-2,False,0.0,False,2248.824951171875,9899995.0,18148.0,,202
terminalbench:feal-differential-cryptanalysis__QLwZEgx,terminalbench,feal-differential-cryptanalysis,claude-haiku-4-5-20251001@anthropic,openhands,False,0.0,False,2310.14794921875,17540652.0,17307.0,,3006
terminalbench:87964bed-9489-4c7d-80a8-9cdc550d5def,terminalbench,git-multibranch,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,True,1.0,True,266.968994140625,166914.0,5167.0,146838.0,27
terminalbench:circuit-fibsqrt__QKMf2gF,terminalbench,circuit-fibsqrt,gpt-5-nano@openai,openhands,False,0.0,False,3840.97998046875,1169778.0,646628.0,,221
terminalbench:caffe-cifar-10__DDJo5rW,terminalbench,caffe-cifar-10,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,1281.0670166015625,557164.0,6855.0,,42
terminalbench:fix-ocaml-gc__ak3wyNE,terminalbench,fix-ocaml-gc,grok-4-0709@xai,openhands,False,0.0,False,3790.02392578125,4824743.0,8508.0,,190
terminalbench:git-multibranch__wpzvUSL,terminalbench,git-multibranch,gpt-5-nano@openai,mini-swe-agent,False,0.0,False,94.09100341796875,2906.0,7623.0,,4
terminalbench:count-dataset-tokens__HYuamKd,terminalbench,count-dataset-tokens,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,231.51400756835938,,,,16
terminalbench:db-wal-recovery__2evsjd2,terminalbench,db-wal-recovery,glm-5@z-ai,terminus-2,False,0.0,False,942.0180053710938,0.0,0.0,,61
terminalbench:configure-git-webserver__xS7gwch,terminalbench,configure-git-webserver,gpt-5.1-codex@openai,terminus-2,True,1.0,True,466.06201171875,58004.0,20053.0,,17
terminalbench:cobol-modernization__vgaznYQ,terminalbench,cobol-modernization,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,86.56800079345703,20348.0,3537.0,,8
terminalbench:build-pmars__GoA8r3k,terminalbench,build-pmars,gemini-3.1-pro-preview@Google,terminus-3-3,True,1.0,True,198.83200073242188,236739.0,8060.0,,13
terminalbench:db-wal-recovery__otY8Ceg,terminalbench,db-wal-recovery,gemini-2.5-flash@gemini,gemini-cli,False,0.0,False,225.56500244140625,218744.0,5867.0,,17
terminalbench:headless-terminal__88rayX3,terminalbench,headless-terminal,grok-4-0709@xai,mini-swe-agent,False,0.0,False,745.77197265625,364595.0,13483.0,,44
terminalbench:cobol-modernization__gRBLbmt,terminalbench,cobol-modernization,claude-haiku-4-5-20251001@anthropic,mini-swe-agent,True,1.0,True,139.10899353027344,304152.0,10233.0,,35
terminalbench:bn-fit-modify__PjPbNpU,terminalbench,bn-fit-modify,gpt-5-nano@openai,mini-swe-agent,False,0.0,False,150.7899932861328,7631.0,19216.0,,5
terminalbench:circuit-fibsqrt__ktXHywF,terminalbench,circuit-fibsqrt,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,823.6420288085938,,,,24
terminalbench:aa0ec97f-0602-4706-9154-bf5585c395c4,terminalbench,db-wal-recovery,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,105.28700256347656,9897.0,2527.0,0.0,7
terminalbench:extract-elf__pUFa7jF,terminalbench,extract-elf,gpt-5.1-codex@openai,terminus-2,False,0.0,False,175.04200744628906,25639.0,7666.0,,8
terminalbench:headless-terminal__Xf7N2M6,terminalbench,headless-terminal,minimax-m2.1@openai,terminus-2,True,1.0,True,122.19100189208984,,,,12
terminalbench:4e91a93c-f3ee-4ced-9734-16e574af2cd9,terminalbench,fix-ocaml-gc,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,566.1580200195312,46305.0,4699.0,0.0,9
terminalbench:feal-linear-cryptanalysis__EPJkoke,terminalbench,feal-linear-cryptanalysis,gemini-2.5-flash@gemini,terminus-2,False,0.0,False,827.9619750976562,1375880.0,74864.0,,42
terminalbench:git-leak-recovery__sV4qctC,terminalbench,git-leak-recovery,minimax-m2.5@Minimax,terminus-2,True,1.0,True,153.61700439453125,5397.0,3109.0,,14
terminalbench:build-pov-ray__QzYDZAz,terminalbench,build-pov-ray,claude-opus-4-1-20250805@anthropic,claude-code,True,1.0,True,777.1240234375,5487393.0,8697.0,,207
terminalbench:git-leak-recovery__ZsgWWEi,terminalbench,git-leak-recovery,minimax-m2.1@minimax,claude-code,True,1.0,True,76.51200103759766,,,,32
terminalbench:build-pmars__sEiupCD,terminalbench,build-pmars,gpt-5-nano@openai,codex,False,0.0,False,275.3970031738281,530776.0,14556.0,,32
terminalbench:git-multibranch__XWTGBBD,terminalbench,git-multibranch,gpt-5@openai,mini-swe-agent,False,0.0,False,178.35000610351562,6405.0,10461.0,,5
terminalbench:db-wal-recovery__JXzn5ut,terminalbench,db-wal-recovery,claude-sonnet-4-5-20250929@anthropic,claude-code,False,0.0,False,291.5660095214844,2054675.0,517.0,,91
terminalbench:headless-terminal__PhM3LKo,terminalbench,headless-terminal,grok-4-0709@xai,openhands,False,0.0,False,597.0360107421875,124030.0,949.0,,31
terminalbench:e84e007d-d5be-445d-b76b-1b46217932c7,terminalbench,build-pov-ray,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,True,1.0,True,1350.345947265625,1672935.0,13783.0,0.0,71
terminalbench:a2661326-a7cf-402d-9ff2-bda03faad048,terminalbench,build-pmars,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,True,1.0,True,206.2729949951172,584673.0,3509.0,0.0,79
terminalbench:financial-document-processor__JL3GLLe,terminalbench,financial-document-processor,gpt-5@openai,mini-swe-agent,False,0.0,False,884.6500244140625,91009.0,42016.0,,12
terminalbench:adaptive-rejection-sampler__jcbdBCe,terminalbench,adaptive-rejection-sampler,gemini-3-pro-preview@gemini,terminus-2,False,0.0,False,258.5450134277344,115015.0,14709.0,,11
terminalbench:count-dataset-tokens__qndgJ6J,terminalbench,count-dataset-tokens,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,104.08399963378906,25422.0,2142.0,,9
terminalbench:compile-compcert__tgYvYXE,terminalbench,compile-compcert,gemini-2.5-flash@gemini,terminus-2,False,0.0,False,1681.126953125,641249.0,19656.0,,34
terminalbench:break-filter-js-from-html__VuGe3hQ,terminalbench,break-filter-js-from-html,gemini-2.5-flash@gemini,gemini-cli,False,0.0,False,76.06800079345703,44193.0,1608.0,,6
terminalbench:cancel-async-tasks__S8gDhrM,terminalbench,cancel-async-tasks,gpt-5-mini@openai,mini-swe-agent,True,1.0,True,128.54100036621094,2498.0,4487.0,,4
terminalbench:compile-compcert__rCwkYjP,terminalbench,compile-compcert,claude-opus-4-5-20251101@anthropic,claude-code,True,1.0,True,2344.924072265625,,,,98
terminalbench:constraints-scheduling__CTJeutC,terminalbench,constraints-scheduling,gpt-5@openai,mini-swe-agent,True,1.0,True,274.4150085449219,5676.0,8471.0,,4
terminalbench:cancel-async-tasks__rPcYQ2g,terminalbench,cancel-async-tasks,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,True,1.0,True,241.34800720214844,181542.0,3003.0,,40
terminalbench:financial-document-processor__fXD3oPc,terminalbench,financial-document-processor,gpt-5@openai,codex,False,0.0,False,225.5240020751953,132464.0,6409.0,,15
terminalbench:circuit-fibsqrt__CsRXsbR,terminalbench,circuit-fibsqrt,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,False,0.0,False,969.7230224609375,2835237.0,27325.0,,227
terminalbench:gcode-to-text__vS9YWNe,terminalbench,gcode-to-text,claude-opus-4-1-20250805@anthropic,openhands,False,0.0,False,349.2950134277344,362197.0,11890.0,,33
terminalbench:git-multibranch__7PrgLjP,terminalbench,git-multibranch,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,True,1.0,True,355.9620056152344,119184.0,7475.0,,22
terminalbench:configure-git-webserver__Hkz5LFm,terminalbench,configure-git-webserver,gpt-5@openai,codex,False,0.0,False,170.21800231933594,48268.0,4862.0,,9
terminalbench:configure-git-webserver__k2Xz6m9,terminalbench,configure-git-webserver,minimax-m2.1@minimax,claude-code,False,0.0,False,165.13600158691406,,,,44
terminalbench:compile-compcert__568akVa,terminalbench,compile-compcert,claude-opus-4-1-20250805@anthropic,claude-code,False,0.0,False,1525.06396484375,9326408.0,2214.0,,158
terminalbench:dna-assembly__fnqSBnS,terminalbench,dna-assembly,claude-opus-4-6@anthropic,terminus-2,True,1.0,True,1675.8929443359375,210942.0,32902.0,,14
terminalbench:dna-insert__DmzTP3Q,terminalbench,dna-insert,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,316.0350036621094,482793.0,5732.0,,28
terminalbench:extract-elf__WRtVz8E,terminalbench,extract-elf,claude-opus-4-1-20250805@anthropic,openhands,True,1.0,True,453.4570007324219,650701.0,11837.0,,83
terminalbench:5e753487-435b-4940-a147-093b2e02d2f3,terminalbench,filter-js-from-html,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,False,0.0,False,1983.9200439453125,231248.0,5261.0,0.0,45
terminalbench:extract-elf__tEuphBc,terminalbench,extract-elf,gpt-5-codex@openai,mini-swe-agent,True,1.0,True,365.2449951171875,39548.0,18843.0,,11
terminalbench:break-filter-js-from-html__8jtWLfe,terminalbench,break-filter-js-from-html,minimax-m2.1@openai,terminus-2,False,0.0,False,199.87100219726562,,,,21
terminalbench:gpt2-codegolf__dikepwu,terminalbench,gpt2-codegolf,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,567.0449829101562,619433.0,13706.0,,42
terminalbench:distribution-search__KyCfZzt,terminalbench,distribution-search,deepseek-v3.2@deepseek,terminus-2,True,1.0,True,537.0399780273438,205935.0,15456.0,,14
terminalbench:gcode-to-text__vSDxmxt,terminalbench,gcode-to-text,gpt-5-mini@openai,codex,False,0.0,False,293.6189880371094,832202.0,14779.0,,40
terminalbench:feal-differential-cryptanalysis__VUNFiPE,terminalbench,feal-differential-cryptanalysis,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,97.88600158691406,20897.0,4946.0,,7
terminalbench:cobol-modernization__aQkDe9P,terminalbench,cobol-modernization,gpt-5.2@openai,terminus-2,True,1.0,True,438.6440124511719,,,,7
terminalbench:distribution-search__NBLKdyq,terminalbench,distribution-search,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,102.9739990234375,4048.0,4896.0,,4
terminalbench:build-pmars__cfQjDqC,terminalbench,build-pmars,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,107.88899993896484,17141.0,9643.0,,8
terminalbench:crack-7z-hash__ZP6W5uk,terminalbench,crack-7z-hash,claude-sonnet-4-5-20250929@anthropic,terminus-2,True,1.0,True,374.6889953613281,145734.0,3420.0,,25
terminalbench:break-filter-js-from-html__5dypUrQ,terminalbench,break-filter-js-from-html,gpt-5@openai,terminus-2,False,0.0,False,176.61900329589844,14574.0,6606.0,,7
terminalbench:gpt2-codegolf__WMdqTWU,terminalbench,gpt2-codegolf,claude-haiku-4-5-20251001@anthropic,terminus-2,False,0.0,False,390.32598876953125,533707.0,18104.0,,25
terminalbench:filter-js-from-html__X34JPE2,terminalbench,filter-js-from-html,gemini-2.5-pro@gemini,gemini-cli,False,0.0,False,477.7149963378906,259411.0,5940.0,,24
terminalbench:gcode-to-text__a8xas9L,terminalbench,gcode-to-text,gemini-2.5-flash@gemini,openhands,False,0.0,False,88.0530014038086,95254.0,790.0,,15
terminalbench:4b2f0492-db22-466a-9927-639c18681b68,terminalbench,fix-ocaml-gc,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,519.3820190429688,27719.0,4346.0,0.0,7
terminalbench:build-cython-ext__yL3PvMr,terminalbench,build-cython-ext,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,450.1029968261719,400911.0,7178.0,,34
terminalbench:circuit-fibsqrt__qq6Z5nB,terminalbench,circuit-fibsqrt,gemini-3.1-pro-preview@Google,terminus-3-3,True,1.0,True,613.5789794921875,61387.0,65206.0,,7
terminalbench:count-dataset-tokens__rpZXdRV,terminalbench,count-dataset-tokens,gpt-5-nano@openai,mini-swe-agent,False,0.0,False,186.27999877929688,16287.0,15065.0,,8
terminalbench:0b3b8b00-6492-49ce-bdb1-077d00758406,terminalbench,chess-best-move,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,170.78599548339844,301504.0,10962.0,257945.0,32
terminalbench:cobol-modernization__55QWDnv,terminalbench,cobol-modernization,gpt-5-mini@openai,terminus-2,True,1.0,True,223.61199951171875,28578.0,9154.0,,6
terminalbench:build-pov-ray__ZmSdEpu,terminalbench,build-pov-ray,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,True,1.0,True,576.4190063476562,647785.0,5868.0,,49
terminalbench:fix-ocaml-gc__22ewgKh,terminalbench,fix-ocaml-gc,gemini-2.5-pro@gemini,gemini-cli,True,1.0,True,1698.4010009765625,990353.0,74818.0,,20
terminalbench:compile-compcert__vaiX7ju,terminalbench,compile-compcert,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,179.14500427246094,32164.0,13783.0,,10
terminalbench:git-leak-recovery__MaSEpFA,terminalbench,git-leak-recovery,gemini-2.5-pro@gemini,terminus-2,True,1.0,True,177.66600036621094,19197.0,11533.0,,10
terminalbench:extract-elf__upfjDeo,terminalbench,extract-elf,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,True,1.0,True,380.822998046875,216463.0,11805.0,,28
terminalbench:build-pmars__gNccCPM,terminalbench,build-pmars,gemini-2.5-pro@gemini,terminus-2,True,1.0,True,204.83299255371094,115061.0,7835.0,,12
terminalbench:build-cython-ext__FzKuhtM,terminalbench,build-cython-ext,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,False,0.0,False,453.4419860839844,338833.0,9376.0,,28
terminalbench:extract-elf__5FNDAx7,terminalbench,extract-elf,accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,False,0.0,False,282.8970031738281,407805.0,11045.0,,28
terminalbench:fix-code-vulnerability__wyCB8wX,terminalbench,fix-code-vulnerability,claude-sonnet-4-5-20250929@anthropic,openhands,True,1.0,True,425.00201416015625,1725888.0,12857.0,,129
terminalbench:caffe-cifar-10__mnMqrtQ,terminalbench,caffe-cifar-10,gemini-2.5-pro@gemini,gemini-cli,False,0.0,False,294.885009765625,582066.0,2438.0,,19
terminalbench:fix-ocaml-gc__5iPzLgQ,terminalbench,fix-ocaml-gc,gpt-5-nano@openai,terminus-2,False,0.0,False,3762.888916015625,1250673.0,90009.0,,48
terminalbench:headless-terminal__mRP9voh,terminalbench,headless-terminal,grok-code-fast-1@xai,terminus-2,False,0.0,False,269.8810119628906,10088.0,1303.0,,5
terminalbench:gcode-to-text__N54WPhj,terminalbench,gcode-to-text,gemini-2.5-flash@gemini,terminus-2,False,0.0,False,161.58999633789062,31702.0,8570.0,,13
terminalbench:ddad5510-8816-460a-b9d0-7b0bf2cd9faa,terminalbench,build-pmars,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,93.47799682617188,34453.0,2851.0,0.0,16
terminalbench:constraints-scheduling__Q2DJKJe,terminalbench,constraints-scheduling,claude-opus-4-5-20251101@anthropic,openhands,True,1.0,True,171.3090057373047,,,,12
terminalbench:distribution-search__E2o9ke2,terminalbench,distribution-search,gpt-5-mini@openai,terminus-2,True,1.0,True,1019.8350219726562,246873.0,30985.0,,18
terminalbench:dna-insert__SCowwA3,terminalbench,dna-insert,gpt-5-codex@openai,codex,False,0.0,False,257.67999267578125,371238.0,9623.0,,32
terminalbench:distribution-search__JaE9Y84,terminalbench,distribution-search,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,82.62999725341797,5100.0,4159.0,,4
terminalbench:cancel-async-tasks__KFjCWBQ,terminalbench,cancel-async-tasks,grok-4-0709@xai,terminus-2,False,0.0,False,157.79100036621094,3532.0,462.0,,4
terminalbench:build-pmars__qwfWRjg,terminalbench,build-pmars,minimax-m2.5@Minimax,terminus-2,True,1.0,True,242.322998046875,23061.0,4218.0,,22
terminalbench:bn-fit-modify__Bg4bhyz,terminalbench,bn-fit-modify,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,306.14599609375,81660.0,6681.0,,11
terminalbench:feal-linear-cryptanalysis__QMP7RH5,terminalbench,feal-linear-cryptanalysis,grok-4-0709@xai,mini-swe-agent,False,0.0,False,1828.760009765625,66621.0,1302.0,,12
terminalbench:f52fde23-50f8-4b9a-9bf7-ef1cdb777734,terminalbench,headless-terminal,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,95.31099700927734,5689.0,6790.0,0.0,4
terminalbench:constraints-scheduling__dvfnbLE,terminalbench,constraints-scheduling,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,True,1.0,True,262.7279968261719,166238.0,3923.0,,36
terminalbench:count-dataset-tokens__HL3ZzrX,terminalbench,count-dataset-tokens,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,150.33399963378906,32648.0,1942.0,,10
terminalbench:83742919-dfd4-4e3f-9dfc-aeb134eabedc,terminalbench,build-pmars,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,True,1.0,True,199.54600524902344,176506.0,3550.0,139922.0,18
terminalbench:cobol-modernization__ZgmfEYR,terminalbench,cobol-modernization,gpt-5-nano@openai,mini-swe-agent,True,1.0,True,65.61299896240234,2494.0,4183.0,,4
terminalbench:extract-elf__mFEMPwT,terminalbench,extract-elf,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,False,0.0,False,237.42799377441406,459035.0,6189.0,,53
terminalbench:07d133da-c9e8-4098-abe4-5500f7c67f8d,terminalbench,compile-compcert,openai/gpt-oss-120b@together_ai,terminus-2,False,0.0,False,2433.278076171875,406174.0,17892.0,0.0,22
terminalbench:feal-linear-cryptanalysis__AcJ3VFC,terminalbench,feal-linear-cryptanalysis,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,464.87799072265625,93686.0,8841.0,,22
terminalbench:c355ad9b-1547-4f83-804a-c9695a072aa8,terminalbench,build-pov-ray,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,False,0.0,False,296.8900146484375,2034122.0,5910.0,0.0,135
terminalbench:extract-moves-from-video__4MieMKX,terminalbench,extract-moves-from-video,gemini-2.5-pro@gemini,mini-swe-agent,False,0.0,False,1259.469970703125,4856693.0,42076.0,,67
terminalbench:compile-compcert__dAnhMjp,terminalbench,compile-compcert,claude-opus-4-1-20250805@anthropic,claude-code,False,0.0,False,1683.1259765625,8315898.0,1789.0,,157
terminalbench:gcode-to-text__koKJKjB,terminalbench,gcode-to-text,claude-opus-4-5-20251101@anthropic,claude-code,False,0.0,False,290.26800537109375,,,,51
terminalbench:gcode-to-text__9Qm7Vzh,terminalbench,gcode-to-text,grok-code-fast-1@xai,mini-swe-agent,False,0.0,False,82.96199798583984,14026.0,598.0,,8
terminalbench:feal-linear-cryptanalysis__5N9zHow,terminalbench,feal-linear-cryptanalysis,claude-haiku-4-5-20251001@anthropic,openhands,False,0.0,False,338.1260070800781,170069.0,38539.0,,31
terminalbench:474b663c-2fb7-4b31-b799-297f95d765d9,terminalbench,bn-fit-modify,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,False,0.0,False,563.77099609375,677833.0,10651.0,0.0,46
terminalbench:dna-insert__CCahuWt,terminalbench,dna-insert,grok-4-0709@xai,mini-swe-agent,False,0.0,False,1842.489013671875,1202612.0,11722.0,,25
terminalbench:gcode-to-text__im7xbcK,terminalbench,gcode-to-text,minimax-m2.1@openai,terminus-2,False,0.0,False,73.66699981689453,,,,11
terminalbench:chess-best-move__c5G7DVx,terminalbench,chess-best-move,gemini-2.5-pro@gemini,terminus-2,False,0.0,False,444.24700927734375,226681.0,32704.0,,20
terminalbench:adaptive-rejection-sampler__HE2AWtw,terminalbench,adaptive-rejection-sampler,grok-4-0709@xai,terminus-2,False,0.0,False,571.7999877929688,18119.0,4097.0,,6
terminalbench:fix-git__kfQKs3K,terminalbench,fix-git,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,75.81999969482422,21871.0,4608.0,,9
terminalbench:chess-best-move__b8TPawN,terminalbench,chess-best-move,gemini-2.5-pro@gemini,gemini-cli,False,0.0,False,120.87100219726562,25452.0,3470.0,,6
terminalbench:feal-differential-cryptanalysis__Qwa93gT,terminalbench,feal-differential-cryptanalysis,gpt-5.1@openai,terminus-2,False,0.0,False,860.2239990234375,19966.0,41660.0,,6
terminalbench:caffe-cifar-10__KTWmBEt,terminalbench,caffe-cifar-10,gemini-3.1-pro-preview@Google,terminus-3-3,False,0.0,False,1247.9560546875,1528901.0,9665.0,,55
terminalbench:count-dataset-tokens__4gxUWK6,terminalbench,count-dataset-tokens,gemini-3-flash-preview@gemini,terminus-2,True,1.0,True,394.1669921875,,,,22
terminalbench:cobol-modernization__w9fNnK8,terminalbench,cobol-modernization,claude-haiku-4-5-20251001@anthropic,claude-code,True,1.0,True,374.42999267578125,1687886.0,1293.0,,71
terminalbench:63da051f-26a4-4486-86cb-67e558ebfb54,terminalbench,cancel-async-tasks,moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,True,1.0,True,241.34800720214844,181542.0,3003.0,0.0,40
terminalbench:crack-7z-hash__mYUEqdT,terminalbench,crack-7z-hash,gemini-3-flash-preview@gemini,terminus-2,False,0.0,False,926.9619750976562,,,,95
terminalbench:e36fea1b-4adf-4d7e-bf55-1ec3909f5c78,terminalbench,feal-linear-cryptanalysis,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,False,0.0,False,684.2890014648438,1860602.0,25478.0,1704685.0,63
terminalbench:build-cython-ext__LcKNkvF,terminalbench,build-cython-ext,gemini-3.1-pro-preview@Google,terminus-3-3,True,1.0,True,337.85699462890625,384868.0,10326.0,,25
terminalbench:131b095e-2fb3-49b6-9d9e-7f3dc7db4e43,terminalbench,chess-best-move,openai/gpt-oss-120b@together_ai,mini-swe-agent,False,0.0,False,47.63600158691406,2614.0,384.0,0.0,5
terminalbench:financial-document-processor__H39jNcX,terminalbench,financial-document-processor,gpt-5-codex@openai,mini-swe-agent,False,0.0,False,605.5059814453125,227585.0,34010.0,,26
terminalbench:chess-best-move__3xBiko3,terminalbench,chess-best-move,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,191.875,15864.0,2857.0,,9
terminalbench:fix-git__ZJHmCDX,terminalbench,fix-git,glm-5@z-ai,terminus-2,True,1.0,True,122.36799621582031,0.0,0.0,,13
terminalbench:dna-assembly__o6dF7Vr,terminalbench,dna-assembly,gpt-5@openai,mini-swe-agent,False,0.0,False,567.0150146484375,47709.0,33677.0,,9
terminalbench:constraints-scheduling__f4x6wxm,terminalbench,constraints-scheduling,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,353.3919982910156,,,,10
terminalbench:filter-js-from-html__uLSBJLn,terminalbench,filter-js-from-html,gpt-5-codex@openai,terminus-2,False,0.0,False,1259.781982421875,18728.0,47763.0,,8
terminalbench:configure-git-webserver__Zj3nGoE,terminalbench,configure-git-webserver,gpt-5@openai,mini-swe-agent,False,0.0,False,935.5960083007812,110262.0,67654.0,,21
terminalbench:caffe-cifar-10__fjdv7Bh,terminalbench,caffe-cifar-10,gpt-5@openai,mini-swe-agent,False,0.0,False,1224.2840576171875,909069.0,54090.0,,20
terminalbench:gpt2-codegolf__mdtTQPP,terminalbench,gpt2-codegolf,gpt-5-mini@openai,openhands,False,0.0,False,252.8560028076172,33641.0,10186.0,,19
terminalbench:cobol-modernization__MRVqs5a,terminalbench,cobol-modernization,gemini-3-pro-preview@gemini,terminus-2,True,1.0,True,317.61700439453125,48208.0,25768.0,,8
terminalbench:extract-moves-from-video__uLdvRmb,terminalbench,extract-moves-from-video,gemini-2.5-flash@gemini,mini-swe-agent,False,0.0,False,519.8250122070312,1419306.0,27792.0,,43
terminalbench:compile-compcert__WEZwBfC,terminalbench,compile-compcert,gpt-5.1-codex@openai,terminus-2,False,0.0,False,2333.951904296875,1135154.0,17287.0,,57
terminalbench:hf-model-inference__VUjNwbY,terminalbench,hf-model-inference,gpt-5@openai,codex,True,1.0,True,157.73699951171875,150014.0,4135.0,,17
terminalbench:financial-document-processor__LhsUBew,terminalbench,financial-document-processor,moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,False,0.0,False,500.114013671875,325050.0,6212.0,,34
terminalbench:build-pov-ray__yhJ3Cgo,terminalbench,build-pov-ray,minimax-m2.5@Minimax,terminus-2,True,1.0,True,894.6500244140625,73179.0,5114.0,,28
terminalbench:code-from-image__ELdcNSv,terminalbench,code-from-image,gemini-2.5-pro@gemini,openhands,False,0.0,False,249.4550018310547,510073.0,3835.0,,65
terminalbench:1cfd0bfe-ac47-423e-a8ab-9f794febeac4,terminalbench,fix-code-vulnerability,moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,False,0.0,False,326.20098876953125,203878.0,9127.0,0.0,23
terminalbench:fix-ocaml-gc__HAmpqBK,terminalbench,fix-ocaml-gc,gpt-5.2-codex@openai,deepagent-harbor,True,1.0,True,2261.2470703125,,,,65
terminalbench:c82d69c4-e260-40b7-9815-75997739bb99,terminalbench,git-leak-recovery,accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,True,1.0,True,75.86699676513672,42964.0,2561.0,29146.0,15
terminalbench:break-filter-js-from-html__bsc7HG7,terminalbench,break-filter-js-from-html,grok-4-0709@xai,openhands,False,0.0,False,1311.801025390625,686875.0,2220.0,,97
terminalbench:adaptive-rejection-sampler__8pseXFF,terminalbench,adaptive-rejection-sampler,claude-haiku-4-5-20251001@anthropic,mini-swe-agent,False,0.0,False,596.3519897460938,1062579.0,64871.0,,29
terminalbench:1e3a713f-30f8-433d-bce1-daeda3355752,terminalbench,gpt2-codegolf,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,54.68899917602539,9107.0,1066.0,0.0,9
terminalbench:circuit-fibsqrt__26otGap,terminalbench,circuit-fibsqrt,claude-opus-4-6@anthropic,terminus-3-3,True,1.0,True,888.7730102539062,1440475.0,39187.0,,34
terminalbench:861e4482-b4eb-418a-b40a-da28daec680c,terminalbench,distribution-search,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,True,1.0,True,208.00599670410156,41818.0,3510.0,0.0,11
terminalbench:configure-git-webserver__525XQGQ,terminalbench,configure-git-webserver,gpt-5@openai,terminus-2,True,1.0,True,176.7169952392578,17554.0,6024.0,,6
terminalbench:9ee9379b-3e0d-4687-827c-3b8d0d40fb1b,terminalbench,git-multibranch,openai/gpt-oss-20b@together_ai,terminus-2,False,0.0,False,82.14900207519531,9196.0,3343.0,0.0,5
terminalbench:b0ebf23d-ba67-4458-be9b-10ae8bfea2a1,terminalbench,break-filter-js-from-html,openai/gpt-oss-20b@together_ai,mini-swe-agent,False,0.0,False,79.18099975585938,17611.0,4039.0,0.0,8
terminalbench:code-from-image__4WCEPS6,terminalbench,code-from-image,gpt-5@openai,terminus-2,True,1.0,True,194.53599548339844,19420.0,4190.0,,6
terminalbench:filter-js-from-html__XVzFqEP,terminalbench,filter-js-from-html,claude-sonnet-4-5-20250929@anthropic,openhands,False,0.0,False,2354.135986328125,1535459.0,26010.0,,103
terminalbench:crack-7z-hash__o4sGb4u,terminalbench,crack-7z-hash,minimax-m2.1@minimax,claude-code,True,1.0,True,424.364013671875,,,,60
