cohort_id,shared_kv_id,node_ids,planned_start_ms,max_wait_ms,shared_kv_region,expected_shared_kv_bytes_read,expected_private_kv_bytes_read,expected_query_transfer_bytes,expected_merge_bytes,cohort_size,baseline,event_driven,arrival_rate_jobs_per_s
event_cohort_30,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,"debate_job_29_r0_critic_1,debate_job_28_r0_critic_1,debate_job_28_r0_critic_2,debate_job_24_r0_critic_2,debate_job_26_r0_critic_2,debate_job_26_r0_critic_3,debate_job_23_r0_critic_2,debate_job_23_r0_critic_3,debate_job_29_r0_critic_3,debate_job_24_r0_critic_3,debate_job_27_r0_critic_3,debate_job_25_r0_critic_3,debate_job_29_r0_critic_2",91.40249025868816,2.0,r0c0,17179869184,1810432,425984,106496,13,waferagent_full,True,16.0
event_cohort_31,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,"debate_job_31_r0_critic_0,debate_job_31_r0_critic_1,debate_job_32_r0_critic_1,debate_job_32_r0_critic_0,debate_job_33_r0_critic_0,debate_job_30_r0_critic_3,debate_job_34_r0_critic_1,debate_job_33_r0_critic_1,debate_job_36_r0_critic_0,debate_job_33_r0_critic_2,debate_job_30_r0_critic_2,debate_job_32_r0_critic_3,debate_job_35_r0_critic_2,debate_job_31_r0_critic_2,debate_job_31_r0_critic_3",91.40333121868817,2.0,r0c0,17179869184,2088960,491520,122880,15,waferagent_full,True,16.0
event_cohort_32,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,"debate_job_30_r0_critic_1,debate_job_34_r0_critic_0,debate_job_35_r0_critic_0,debate_job_35_r0_critic_3,debate_job_35_r0_critic_1,debate_job_34_r0_critic_2,debate_job_36_r0_critic_3,debate_job_33_r0_critic_3,debate_job_36_r0_critic_1,debate_job_34_r0_critic_3,debate_job_37_r0_critic_2,debate_job_37_r0_critic_0,debate_job_36_r0_critic_2,debate_job_37_r0_critic_1,debate_job_32_r0_critic_2,debate_job_37_r0_critic_3",95.3999704850952,2.0,r0c0,17179869184,2228224,524288,131072,16,waferagent_full,True,16.0
event_cohort_33,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,"debate_job_38_r0_critic_0,debate_job_38_r0_critic_1,debate_job_39_r0_critic_0,debate_job_39_r0_critic_1,debate_job_39_r0_critic_3,debate_job_38_r0_critic_3,debate_job_38_r0_critic_2,debate_job_39_r0_critic_2",101.40122882020587,2.0,r0c0,17179869184,1114112,262144,65536,8,waferagent_full,True,16.0
event_cohort_34,sha256:40425a9cfe393fb2933888969cc766fecd6ca01b1756fcfd33f9a528b4bd15fb,"debate_job_41_r0_critic_0,debate_job_41_r0_critic_1,debate_job_42_r0_critic_1,debate_job_42_r0_critic_0,debate_job_43_r0_critic_0,debate_job_43_r0_critic_1,debate_job_40_r0_critic_2,debate_job_44_r0_critic_0,debate_job_45_r0_critic_1,debate_job_46_r0_critic_1,debate_job_45_r0_critic_0,debate_job_49_r0_critic_0,debate_job_40_r0_critic_3,debate_job_43_r0_critic_2,debate_job_44_r0_critic_1,debate_job_46_r0_critic_0",101.40206978020588,2.0,r0c0,17179869184,2228224,524288,131072,16,waferagent_full,True,16.0
event_cohort_35,sha256:40425a9cfe393fb2933888969cc766fecd6ca01b1756fcfd33f9a528b4bd15fb,"debate_job_47_r0_critic_0,debate_job_48_r0_critic_1,debate_job_41_r0_critic_2,debate_job_44_r0_critic_2,debate_job_41_r0_critic_3,debate_job_43_r0_critic_3,debate_job_46_r0_critic_2,debate_job_47_r0_critic_2,debate_job_42_r0_critic_3,debate_job_42_r0_critic_2,debate_job_44_r0_critic_3,debate_job_47_r0_critic_3,debate_job_46_r0_critic_3,debate_job_45_r0_critic_3,debate_job_45_r0_critic_2",101.40291074020588,2.0,r0c0,17179869184,2088960,491520,122880,15,waferagent_full,True,16.0
event_cohort_36,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,"debate_job_5_r0_critic_0,debate_job_5_r0_critic_1,debate_job_6_r0_critic_0,debate_job_4_r0_critic_2,debate_job_6_r0_critic_1,debate_job_4_r0_critic_3,debate_job_6_r0_critic_2,debate_job_5_r0_critic_3,debate_job_7_r0_critic_0,debate_job_5_r0_critic_2,debate_job_6_r0_critic_3,debate_job_7_r0_critic_1,debate_job_7_r0_critic_2,debate_job_7_r0_critic_3",105.39976024509518,2.0,r0c0,17179869184,1949696,458752,114688,14,waferagent_full,True,16.0
event_cohort_37,sha256:40425a9cfe393fb2933888969cc766fecd6ca01b1756fcfd33f9a528b4bd15fb,"debate_job_48_r0_critic_0,debate_job_49_r0_critic_1,debate_job_48_r0_critic_2,debate_job_48_r0_critic_3,debate_job_49_r0_critic_2,debate_job_49_r0_critic_3",109.96860941639726,2.0,r0c0,17179869184,835584,196608,49152,6,waferagent_full,True,16.0
event_cohort_38,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,"debate_job_9_r0_critic_0,debate_job_9_r0_critic_1,debate_job_8_r0_critic_2,debate_job_8_r0_critic_3,debate_job_9_r0_critic_2,debate_job_9_r0_critic_3",119.96860941639726,2.0,r0c0,17179869184,835584,196608,49152,6,waferagent_full,True,16.0
event_cohort_39,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,"debate_job_11_r0_judge,debate_job_12_r0_judge,debate_job_13_r0_judge,debate_job_14_r0_judge,debate_job_15_r0_judge,debate_job_16_r0_judge",163.84091482530107,2.0,r0c0,8589934592,491520,98304,24576,6,waferagent_full,True,16.0
event_cohort_40,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,"debate_job_31_r0_judge,debate_job_32_r0_judge,debate_job_35_r0_judge,debate_job_33_r0_judge,debate_job_34_r0_judge,debate_job_36_r0_judge",173.84175578378333,2.0,r0c0,8589934592,491520,98304,24576,6,waferagent_full,True,16.0
event_cohort_41,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,"debate_job_18_r0_judge,debate_job_19_r0_judge",176.9758524327945,2.0,r0c0,8589934592,163840,32768,8192,2,waferagent_full,True,16.0
event_cohort_42,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,"debate_job_21_r0_judge,debate_job_22_r0_judge",177.28759354422428,2.0,r0c0,8589934592,163840,32768,8192,2,waferagent_full,True,16.0
event_cohort_43,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,"debate_job_37_r0_judge,debate_job_38_r0_judge,debate_job_39_r0_judge",179.84066052041177,2.0,r0c0,8589934592,245760,49152,12288,3,waferagent_full,True,16.0
event_cohort_44,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,"debate_job_2_r0_judge,debate_job_1_r0_judge",180.64325722422427,2.0,r0c0,8589934592,163840,32768,8192,2,waferagent_full,True,16.0
event_cohort_45,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,"debate_job_23_r0_judge,debate_job_24_r0_judge,debate_job_26_r0_judge,debate_job_25_r0_judge,debate_job_29_r0_judge,debate_job_28_r0_judge,debate_job_27_r0_judge",183.68263916812626,2.0,r0c0,8589934592,573440,114688,28672,7,waferagent_full,True,16.0
event_cohort_46,sha256:40425a9cfe393fb2933888969cc766fecd6ca01b1756fcfd33f9a528b4bd15fb,"debate_job_42_r0_judge,debate_job_43_r0_judge,debate_job_44_r0_judge,debate_job_45_r0_judge,debate_job_46_r0_judge",183.84133530530104,2.0,r0c0,8589934592,409600,81920,20480,5,waferagent_full,True,16.0
event_cohort_47,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,"debate_job_6_r0_judge,debate_job_7_r0_judge",192.40679302149243,2.0,r0c0,8589934592,163840,32768,8192,2,waferagent_full,True,16.0
event_cohort_48,sha256:40425a9cfe393fb2933888969cc766fecd6ca01b1756fcfd33f9a528b4bd15fb,"debate_job_49_r0_judge,debate_job_48_r0_judge",211.75381856104966,2.0,r0c0,8589934592,163840,32768,8192,2,waferagent_full,True,16.0
event_cohort_49,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_22_reader_1,long_context_swe_stress_job_22_reader_2,long_context_swe_stress_job_23_reader_0,long_context_swe_stress_job_22_reader_3,long_context_swe_stress_job_27_reader_1,long_context_swe_stress_job_23_reader_2,long_context_swe_stress_job_24_reader_2,long_context_swe_stress_job_23_reader_1,long_context_swe_stress_job_28_reader_2,long_context_swe_stress_job_23_reader_3,long_context_swe_stress_job_24_reader_0,long_context_swe_stress_job_26_reader_1,long_context_swe_stress_job_25_reader_3,long_context_swe_stress_job_26_reader_3,long_context_swe_stress_job_27_reader_0,long_context_swe_stress_job_28_reader_3",307.2020691738756,2.0,r0c0,68719476736,8388608,524288,131072,16,waferagent_full,True,16.0
event_cohort_50,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_24_reader_1,long_context_swe_stress_job_24_reader_3,long_context_swe_stress_job_26_reader_2,long_context_swe_stress_job_25_reader_0,long_context_swe_stress_job_27_reader_2,long_context_swe_stress_job_28_reader_1,long_context_swe_stress_job_25_reader_1,long_context_swe_stress_job_26_reader_0,long_context_swe_stress_job_27_reader_3,long_context_swe_stress_job_29_reader_0,long_context_swe_stress_job_29_reader_2,long_context_swe_stress_job_25_reader_2,long_context_swe_stress_job_28_reader_0,long_context_swe_stress_job_29_reader_1,long_context_swe_stress_job_29_reader_3",307.2020691738756,2.0,r0c0,68719476736,7864320,491520,122880,15,waferagent_full,True,16.0
event_cohort_51,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_11_reader_1,long_context_swe_stress_job_11_reader_2,long_context_swe_stress_job_11_reader_3,long_context_swe_stress_job_12_reader_2,long_context_swe_stress_job_12_reader_1,long_context_swe_stress_job_12_reader_0,long_context_swe_stress_job_14_reader_2,long_context_swe_stress_job_17_reader_2,long_context_swe_stress_job_12_reader_3,long_context_swe_stress_job_13_reader_2,long_context_swe_stress_job_13_reader_0,long_context_swe_stress_job_14_reader_0,long_context_swe_stress_job_15_reader_0,long_context_swe_stress_job_16_reader_1,long_context_swe_stress_job_18_reader_2,long_context_swe_stress_job_18_reader_0",377.1642880730108,2.0,r0c0,68719476736,8388608,524288,131072,16,waferagent_full,True,16.0
event_cohort_52,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_13_reader_1,long_context_swe_stress_job_13_reader_3,long_context_swe_stress_job_14_reader_1,long_context_swe_stress_job_14_reader_3,long_context_swe_stress_job_17_reader_0,long_context_swe_stress_job_16_reader_0,long_context_swe_stress_job_15_reader_1,long_context_swe_stress_job_15_reader_2,long_context_swe_stress_job_19_reader_1,long_context_swe_stress_job_18_reader_1,long_context_swe_stress_job_16_reader_3,long_context_swe_stress_job_16_reader_2,long_context_swe_stress_job_17_reader_1,long_context_swe_stress_job_19_reader_2,long_context_swe_stress_job_18_reader_3,long_context_swe_stress_job_15_reader_3",377.1642880730108,2.0,r0c0,68719476736,8388608,524288,131072,16,waferagent_full,True,16.0
event_cohort_53,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_17_reader_3,long_context_swe_stress_job_19_reader_0,long_context_swe_stress_job_19_reader_3",377.1642880730108,2.0,r0c0,68719476736,1572864,98304,24576,3,waferagent_full,True,16.0
event_cohort_54,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_37_reader_1,long_context_swe_stress_job_37_reader_2,long_context_swe_stress_job_38_reader_0,long_context_swe_stress_job_37_reader_3,long_context_swe_stress_job_39_reader_0,long_context_swe_stress_job_38_reader_1,long_context_swe_stress_job_38_reader_2,long_context_swe_stress_job_39_reader_1,long_context_swe_stress_job_39_reader_3,long_context_swe_stress_job_38_reader_3,long_context_swe_stress_job_39_reader_2",397.1642880716617,2.0,r0c0,68719476736,5767168,360448,90112,11,waferagent_full,True,16.0
event_cohort_55,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_41_reader_1,long_context_swe_stress_job_41_reader_2,long_context_swe_stress_job_41_reader_3,long_context_swe_stress_job_42_reader_1,long_context_swe_stress_job_42_reader_0,long_context_swe_stress_job_42_reader_2,long_context_swe_stress_job_42_reader_3,long_context_swe_stress_job_43_reader_0,long_context_swe_stress_job_43_reader_1,long_context_swe_stress_job_45_reader_1,long_context_swe_stress_job_43_reader_2,long_context_swe_stress_job_44_reader_0,long_context_swe_stress_job_44_reader_1,long_context_swe_stress_job_46_reader_1,long_context_swe_stress_job_45_reader_3,long_context_swe_stress_job_43_reader_3",397.1642880730108,2.0,r0c0,68719476736,8388608,524288,131072,16,waferagent_full,True,16.0
event_cohort_56,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_44_reader_2,long_context_swe_stress_job_44_reader_3,long_context_swe_stress_job_45_reader_2,long_context_swe_stress_job_45_reader_0,long_context_swe_stress_job_46_reader_0,long_context_swe_stress_job_48_reader_0,long_context_swe_stress_job_46_reader_3,long_context_swe_stress_job_48_reader_1,long_context_swe_stress_job_47_reader_0,long_context_swe_stress_job_46_reader_2,long_context_swe_stress_job_48_reader_2,long_context_swe_stress_job_48_reader_3,long_context_swe_stress_job_47_reader_2,long_context_swe_stress_job_47_reader_3,long_context_swe_stress_job_49_reader_1,long_context_swe_stress_job_47_reader_1",397.1642880730108,2.0,r0c0,68719476736,8388608,524288,131072,16,waferagent_full,True,16.0
event_cohort_57,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_49_reader_0,long_context_swe_stress_job_49_reader_2,long_context_swe_stress_job_49_reader_3",397.1642880730108,2.0,r0c0,68719476736,1572864,98304,24576,3,waferagent_full,True,16.0
event_cohort_58,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_7_reader_1,long_context_swe_stress_job_7_reader_2,long_context_swe_stress_job_8_reader_0,long_context_swe_stress_job_7_reader_3,long_context_swe_stress_job_8_reader_3,long_context_swe_stress_job_8_reader_1,long_context_swe_stress_job_8_reader_2,long_context_swe_stress_job_9_reader_0,long_context_swe_stress_job_9_reader_1,long_context_swe_stress_job_9_reader_2,long_context_swe_stress_job_9_reader_3",407.1642880716617,2.0,r0c0,68719476736,5767168,360448,90112,11,waferagent_full,True,16.0
event_cohort_59,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_31_reader_1,long_context_swe_stress_job_31_reader_2,long_context_swe_stress_job_32_reader_2,long_context_swe_stress_job_31_reader_3,long_context_swe_stress_job_32_reader_3,long_context_swe_stress_job_33_reader_0,long_context_swe_stress_job_34_reader_2,long_context_swe_stress_job_32_reader_0,long_context_swe_stress_job_34_reader_1,long_context_swe_stress_job_33_reader_1,long_context_swe_stress_job_35_reader_0,long_context_swe_stress_job_34_reader_3,long_context_swe_stress_job_33_reader_3,long_context_swe_stress_job_32_reader_1,long_context_swe_stress_job_33_reader_2,long_context_swe_stress_job_35_reader_1",451.1340631898906,2.0,r0c0,68719476736,8388608,524288,131072,16,waferagent_full,True,16.0
event_cohort_60,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_34_reader_0,long_context_swe_stress_job_35_reader_2,long_context_swe_stress_job_35_reader_3",451.1340631898906,2.0,r0c0,68719476736,1572864,98304,24576,3,waferagent_full,True,16.0
event_cohort_61,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_1_reader_1,long_context_swe_stress_job_1_reader_2,long_context_swe_stress_job_1_reader_3,long_context_swe_stress_job_2_reader_0,long_context_swe_stress_job_2_reader_1,long_context_swe_stress_job_2_reader_2,long_context_swe_stress_job_2_reader_3",541.0461871633368,2.0,r0c0,68719476736,3670016,229376,57344,7,waferagent_full,True,16.0
event_cohort_62,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_24_patch_proposer,long_context_swe_stress_job_25_patch_proposer,long_context_swe_stress_job_26_patch_proposer,long_context_swe_stress_job_27_patch_proposer,long_context_swe_stress_job_28_patch_proposer,long_context_swe_stress_job_29_patch_proposer",588.5851208860449,2.0,r0c0,137438953472,6684672,393216,98304,6,waferagent_full,True,16.0
event_cohort_63,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_12_patch_proposer,long_context_swe_stress_job_13_patch_proposer,long_context_swe_stress_job_14_patch_proposer,long_context_swe_stress_job_15_patch_proposer,long_context_swe_stress_job_16_patch_proposer,long_context_swe_stress_job_18_patch_proposer",642.5548960055723,2.0,r0c0,137438953472,6684672,393216,98304,6,waferagent_full,True,16.0
event_cohort_64,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_42_patch_proposer,long_context_swe_stress_job_43_patch_proposer,long_context_swe_stress_job_44_patch_proposer,long_context_swe_stress_job_45_patch_proposer,long_context_swe_stress_job_46_patch_proposer,long_context_swe_stress_job_47_patch_proposer,long_context_swe_stress_job_48_patch_proposer",662.5548960055723,2.0,r0c0,137438953472,7798784,458752,114688,7,waferagent_full,True,16.0
event_cohort_65,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_38_patch_proposer,long_context_swe_stress_job_39_patch_proposer",684.3627738857824,2.0,r0c0,137438953472,2228224,131072,32768,2,waferagent_full,True,16.0
event_cohort_66,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_8_patch_proposer,long_context_swe_stress_job_9_patch_proposer",694.3627738857824,2.0,r0c0,137438953472,2228224,131072,32768,2,waferagent_full,True,16.0
event_cohort_67,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_32_patch_proposer,long_context_swe_stress_job_33_patch_proposer",716.524671122452,2.0,r0c0,137438953472,2228224,131072,32768,2,waferagent_full,True,16.0
event_cohort_68,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_17_patch_proposer,long_context_swe_stress_job_19_patch_proposer",722.5171149025995,2.0,r0c0,137438953472,2228224,131072,32768,2,waferagent_full,True,16.0
event_cohort_69,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_34_patch_proposer,long_context_swe_stress_job_35_patch_proposer",796.4868900194792,2.0,r0c0,137438953472,2228224,131072,32768,2,waferagent_full,True,16.0
event_cohort_70,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_0_reader_1,long_context_swe_stress_job_0_reader_2,long_context_swe_stress_job_0_reader_3",902.1703811829893,2.0,r0c0,68719476736,1572864,98304,24576,3,waferagent_full,True,16.0
event_cohort_71,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_10_reader_1,long_context_swe_stress_job_10_reader_2,long_context_swe_stress_job_10_reader_3",902.1703811829893,2.0,r0c0,68719476736,1572864,98304,24576,3,waferagent_full,True,16.0
event_cohort_72,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_20_reader_1,long_context_swe_stress_job_20_reader_2,long_context_swe_stress_job_20_reader_3",902.1703811829893,2.0,r0c0,68719476736,1572864,98304,24576,3,waferagent_full,True,16.0
event_cohort_73,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_21_reader_0,long_context_swe_stress_job_21_reader_1,long_context_swe_stress_job_20_reader_0,long_context_swe_stress_job_21_reader_2,long_context_swe_stress_job_21_reader_3",906.1278424790924,2.0,r0c0,68719476736,2621440,163840,40960,5,waferagent_full,True,16.0
event_cohort_74,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_3_reader_1,long_context_swe_stress_job_3_reader_2,long_context_swe_stress_job_3_reader_3,long_context_swe_stress_job_0_reader_0",906.1278424790924,2.0,r0c0,68719476736,2097152,131072,32768,4,waferagent_full,True,16.0
event_cohort_75,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_3_reader_0,long_context_swe_stress_job_5_reader_1,long_context_swe_stress_job_5_reader_3,long_context_swe_stress_job_5_reader_2",911.9037835920736,2.0,r0c0,68719476736,2097152,131072,32768,4,waferagent_full,True,16.0
event_cohort_76,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_30_reader_1,long_context_swe_stress_job_30_reader_2,long_context_swe_stress_job_30_reader_3",912.1703811829893,2.0,r0c0,68719476736,1572864,98304,24576,3,waferagent_full,True,16.0
event_cohort_77,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_36_reader_1,long_context_swe_stress_job_36_reader_2,long_context_swe_stress_job_36_reader_3,long_context_swe_stress_job_30_reader_0",916.1278424790924,2.0,r0c0,68719476736,2097152,131072,32768,4,waferagent_full,True,16.0
event_cohort_78,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_4_reader_1,long_context_swe_stress_job_4_reader_2,long_context_swe_stress_job_4_reader_3,long_context_swe_stress_job_5_reader_0",915.8612448881767,2.0,r0c0,68719476736,2097152,131072,32768,4,waferagent_full,True,16.0
event_cohort_79,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_40_reader_1,long_context_swe_stress_job_40_reader_2,long_context_swe_stress_job_40_reader_3",922.1703811829893,2.0,r0c0,68719476736,1572864,98304,24576,3,waferagent_full,True,16.0
event_cohort_80,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_6_reader_0,long_context_swe_stress_job_6_reader_1,long_context_swe_stress_job_6_reader_2,long_context_swe_stress_job_6_reader_3",925.8612448881767,2.0,r0c0,68719476736,2097152,131072,32768,4,waferagent_full,True,16.0
event_cohort_81,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_25_reviewer,long_context_swe_stress_job_26_reviewer,long_context_swe_stress_job_27_reviewer,long_context_swe_stress_job_28_reviewer,long_context_swe_stress_job_29_reviewer",1011.130567081904,2.0,r0c0,34359738368,1310720,81920,20480,5,waferagent_full,True,16.0
event_cohort_82,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_43_reviewer,long_context_swe_stress_job_44_reviewer,long_context_swe_stress_job_45_reviewer,long_context_swe_stress_job_47_reviewer,long_context_swe_stress_job_46_reviewer,long_context_swe_stress_job_48_reviewer",1029.6207089609309,2.0,r0c0,34359738368,1572864,98304,24576,6,waferagent_full,True,16.0
event_cohort_83,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_3_patch_proposer,long_context_swe_stress_job_5_patch_proposer",1181.2518528199791,2.0,r0c0,137438953472,2228224,131072,32768,2,waferagent_full,True,16.0
event_cohort_84,sha256:4bc8814ada41012f1afe0b8d9050bc10da1f70740768a3abe8a10ca498ba6fd3,"long_context_swe_stress_job_45_final_patch_summary,long_context_swe_stress_job_46_final_patch_summary,long_context_swe_stress_job_47_final_patch_summary,long_context_swe_stress_job_48_final_patch_summary",1311.140019457756,2.0,r0c0,34359738368,1048576,65536,16384,4,waferagent_full,True,16.0
event_cohort_85,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_20_patch_proposer,long_context_swe_stress_job_21_patch_proposer",1315.4504444269098,2.0,r0c0,137438953472,2228224,131072,32768,2,waferagent_full,True,16.0
event_cohort_86,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_26_final_patch_summary,long_context_swe_stress_job_27_final_patch_summary,long_context_swe_stress_job_28_final_patch_summary,long_context_swe_stress_job_29_final_patch_summary",1345.3348097427292,2.0,r0c0,34359738368,1048576,65536,16384,4,waferagent_full,True,16.0
event_cohort_87,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_13_reviewer,long_context_swe_stress_job_14_reviewer,long_context_swe_stress_job_15_reviewer,long_context_swe_stress_job_16_reviewer,long_context_swe_stress_job_18_reviewer",3308.1026902009303,2.0,r0c0,34359738368,1310720,81920,20480,5,waferagent_full,True,16.0
event_cohort_88,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_39_reviewer,long_context_swe_stress_job_38_reviewer",3322.797974857033,2.0,r0c0,34359738368,524288,32768,8192,2,waferagent_full,True,16.0
event_cohort_89,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_9_reviewer,long_context_swe_stress_job_8_reviewer",3333.5360033370325,2.0,r0c0,34359738368,524288,32768,8192,2,waferagent_full,True,16.0
event_cohort_90,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_33_reviewer,long_context_swe_stress_job_32_reviewer",3344.274031817032,2.0,r0c0,34359738368,524288,32768,8192,2,waferagent_full,True,16.0
event_cohort_91,sha256:d08f7705db36f82a4f2d727786a32471acef92d153cb06da56e3417fcdc6f080,"long_context_swe_stress_job_19_reviewer,long_context_swe_stress_job_17_reviewer",3355.012060297032,2.0,r0c0,34359738368,524288,32768,8192,2,waferagent_full,True,16.0
event_cohort_92,sha256:5f9bb2d747d99e03397893533bf6f14b19b2bb326cc985a4978642c00457ca22,"long_context_swe_stress_job_35_reviewer,long_context_swe_stress_job_34_reviewer",3365.7500887770316,2.0,r0c0,34359738368,524288,32768,8192,2,waferagent_full,True,16.0
event_cohort_93,sha256:d87bb32c680f6f336acaccf8d28838f2881e1767bb65bbc97c09858935e8f200,"long_context_swe_stress_job_5_reviewer,long_context_swe_stress_job_3_reviewer",3387.225940617031,2.0,r0c0,34359738368,524288,32768,8192,2,waferagent_full,True,16.0
event_cohort_94,sha256:367c3d94bfcecb7696b551dc473763eec3d4b98a9278dff9abc4468e333c11a0,"long_context_swe_stress_job_21_reviewer,long_context_swe_stress_job_20_reviewer",3408.7017924570305,2.0,r0c0,34359738368,524288,32768,8192,2,waferagent_full,True,16.0
