trace_id,dataset,task_id,harness,agent_scaffold,model,success,reward,resolved,total_steps,tool_action_steps,duration,input_tokens,output_tokens
bn-fit-modify__dQbzN2K,terminalbench,bn-fit-modify,terminus-2,terminus-2,minimax-m2.1@openai,False,0.0,False,17,9,590.5670166015625,,
bn-fit-modify__4dq9Ruc,terminalbench,bn-fit-modify,terminus-2,terminus-2,minimax-m2.5@Minimax,True,1.0,True,31,23,1016.906982421875,489627.0,13042.0
bn-fit-modify__P2YFtwE,terminalbench,bn-fit-modify,terminus-2,terminus-2,minimax-m2.5@Minimax,False,0.0,False,19,13,940.447998046875,117934.0,8512.0
bn-fit-modify__QZHRAwF,terminalbench,bn-fit-modify,terminus-2,terminus-2,minimax-m2.5@Minimax,True,1.0,True,12,5,779.7739868164062,31621.0,7081.0
bn-fit-modify__qCnwVnk,terminalbench,bn-fit-modify,terminus-2,terminus-2,minimax-m2.5@Minimax,True,1.0,True,32,20,1712.4859619140625,135390.0,14603.0
bn-fit-modify__sopXX3R,terminalbench,bn-fit-modify,terminus-2,terminus-2,minimax-m2.5@Minimax,True,1.0,True,21,11,1001.02197265625,77046.0,9824.0
982d0383-24bc-47b4-b826-13b13ff586f9,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,32,26,507.9580078125,390373.0,9196.0
2be85834-25e9-4724-b990-b3d0d9f6a995,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,33,26,369.2409973144531,416095.0,8364.0
47519d3e-1e45-4e75-a54b-e3dbc1163548,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,35,28,548.8330078125,393052.0,8643.0
06e27772-8995-4ac9-9a30-811b79dc6895,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,43,25,607.4180297851562,739662.0,11453.0
65b0bdf9-d580-4c51-b2df-515893f7e15c,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,35,24,449.86700439453125,541352.0,9461.0
408f3c83-5ed9-427a-a825-875b0c09b7a6,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,48,41,545.718994140625,681822.0,11604.0
76c2c0a9-afec-4125-bce8-731f5b75f362,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,True,1.0,True,19,12,553.39599609375,201968.0,9748.0
54ddf059-24f3-4f60-ae12-689e890f7e25,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,True,1.0,True,25,19,551.010986328125,266828.0,11297.0
1c6da519-7753-4b74-8d0a-c944cbae9380,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,20,15,555.7410278320312,194970.0,8048.0
cc364375-8449-454e-b322-665a9b9263b4,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,18,12,548.6010131835938,189980.0,9958.0
f23236c2-98f5-458e-a176-d7c538b881fb,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,44,36,1129.8570556640625,840516.0,20029.0
bn-fit-modify__3banXWR,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,32,20,507.9580078125,390373.0,9196.0
bn-fit-modify__7r2wqRS,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,33,22,369.2409973144531,416095.0,8364.0
bn-fit-modify__9csyiKQ,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,35,23,548.8330078125,393052.0,8643.0
bn-fit-modify__FvhrqbW,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,43,22,607.4180297851562,739662.0,11453.0
bn-fit-modify__K6LBhQN,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,35,19,449.86700439453125,541352.0,9461.0
bn-fit-modify__V9mFFMD,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,False,0.0,False,48,33,545.718994140625,681822.0,11604.0
bn-fit-modify__68ZBKqh,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,True,1.0,True,19,9,553.39599609375,201968.0,9748.0
bn-fit-modify__TFeGxx5,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,True,1.0,True,25,16,551.010986328125,266828.0,11297.0
bn-fit-modify__binyREj,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,20,13,555.7410278320312,194970.0,8048.0
bn-fit-modify__d4BSsQ3,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,18,11,548.6010131835938,189980.0,9958.0
bn-fit-modify__h4Vi2RB,terminalbench,bn-fit-modify,terminus-2,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,False,0.0,False,44,26,1129.8570556640625,840516.0,20029.0
7bf745d8-1d2a-4879-b450-bb6dee0afd8c,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,11,7,306.14599609375,81660.0,6681.0
870c62e5-16b3-46ad-a3ca-5738269e7e3e,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,4,2,156.0659942626953,3847.0,3165.0
0fc2a085-9d6b-43a4-9061-26bc7e800231,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,9,6,322.37701416015625,45611.0,9235.0
0fead4d5-049a-4861-a083-9a9223a52f2d,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,7,3,240.78399658203125,30251.0,5328.0
6949b61e-6103-485c-a0e5-36f1a55aa549,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,4,2,141.66600036621094,3874.0,2615.0
9c0b753d-53d1-4c80-bbff-2c3671858600,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,4,2,175.27499389648438,4296.0,3811.0
904fe0df-1584-4e69-8b23-0faa3a541029,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,202,3,765.3070068359375,4170870.0,49573.0
31dd916b-4c9a-42c3-80c2-7da8601cb4bb,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,202,18,821.322021484375,4394586.0,45541.0
57af05b2-dfa9-4818-817c-db4fcdbe174a,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,45,4,561.6649780273438,951679.0,16373.0
b17e03dc-11c8-441f-ba6d-f506fd2cc912,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,202,0,794.4600219726562,4657378.0,53455.0
c038a7c8-962a-4bf0-b6c3-8618ebed5057,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,73,3,504.77301025390625,612025.0,26177.0
29575218-29a1-4f28-91ab-3327fadd46e4,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,202,2,747.5540161132812,6496376.0,46719.0
bn-fit-modify__Bg4bhyz,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,11,6,306.14599609375,81660.0,6681.0
bn-fit-modify__LhFdAcA,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,4,2,156.0659942626953,3847.0,3165.0
bn-fit-modify__PvkzGY6,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,9,6,322.37701416015625,45611.0,9235.0
bn-fit-modify__YvEeDyY,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,7,3,240.78399658203125,30251.0,5328.0
bn-fit-modify__b9ZSuRD,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,4,2,141.66600036621094,3874.0,2615.0
bn-fit-modify__pGmztZP,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-120b@together_ai,False,0.0,False,4,1,175.27499389648438,4296.0,3811.0
bn-fit-modify__4P5EaAu,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,202,3,765.3070068359375,4170870.0,49573.0
bn-fit-modify__BimioQd,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,202,17,821.322021484375,4394586.0,45541.0
bn-fit-modify__PsGkBFh,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,45,3,561.6649780273438,951679.0,16373.0
bn-fit-modify__YFNVdmL,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,202,0,794.4600219726562,4657378.0,53455.0
bn-fit-modify__kPnnp8L,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,73,3,504.77301025390625,612025.0,26177.0
bn-fit-modify__wirdPaY,terminalbench,bn-fit-modify,terminus-2,terminus-2,openai/gpt-oss-20b@together_ai,False,0.0,False,202,2,747.5540161132812,6496376.0,46719.0
bn-fit-modify__odMjbTU,terminalbench,bn-fit-modify,terminus-3-3,terminus-3-3,claude-opus-4-6@anthropic,True,1.0,True,37,15,732.2880249023438,774662.0,24587.0
bn-fit-modify__uicxFB4,terminalbench,bn-fit-modify,terminus-3-3,terminus-3-3,claude-opus-4-6@anthropic,True,1.0,True,41,15,690.6220092773438,733198.0,25479.0
bn-fit-modify__DHXbwVG,terminalbench,bn-fit-modify,terminus-3-3,terminus-3-3,gemini-3.1-pro-preview@Google,True,1.0,True,21,8,389.802001953125,345275.0,18873.0
bn-fit-modify__QAWrBBu,terminalbench,bn-fit-modify,terminus-3-3,terminus-3-3,gemini-3.1-pro-preview@Google,True,1.0,True,32,12,561.5759887695312,748622.0,32737.0
bn-fit-modify__T89LRco,terminalbench,bn-fit-modify,terminus-3-3,terminus-3-3,gemini-3.1-pro-preview@Google,True,1.0,True,16,7,514.448974609375,218561.0,40281.0
bn-fit-modify__fMY42fw,terminalbench,bn-fit-modify,terminus-3-3,terminus-3-3,gemini-3.1-pro-preview@Google,True,1.0,True,26,10,369.96600341796875,460694.0,15614.0
bn-fit-modify__v5hv5Ur,terminalbench,bn-fit-modify,terminus-3-3,terminus-3-3,gemini-3.1-pro-preview@Google,True,1.0,True,26,8,455.8630065917969,459354.0,17532.0
break-filter-js-from-html__2TAxihR,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-haiku-4-5-20251001@anthropic,True,1.0,True,121,58,223.1009979248047,3012205.0,1757.0
break-filter-js-from-html__AtgRRo3,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-haiku-4-5-20251001@anthropic,True,1.0,True,244,152,858.6489868164062,11262686.0,6656.0
break-filter-js-from-html__B8P4JBL,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-haiku-4-5-20251001@anthropic,True,1.0,True,103,56,281.5480041503906,2576707.0,1865.0
break-filter-js-from-html__Xq5Y26D,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-haiku-4-5-20251001@anthropic,False,0.0,False,298,168,1072.7879638671875,14815969.0,3895.0
break-filter-js-from-html__4T2w4f4,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-1-20250805@anthropic,False,0.0,False,138,76,651.0180053710938,3941375.0,1412.0
break-filter-js-from-html__5PLY7X8,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-1-20250805@anthropic,True,1.0,True,96,44,563.9229736328125,2604610.0,1206.0
break-filter-js-from-html__CuyAtQ4,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-1-20250805@anthropic,True,1.0,True,114,53,636.5789794921875,3255199.0,938.0
break-filter-js-from-html__MUuu2qe,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-1-20250805@anthropic,True,1.0,True,215,128,913.64501953125,7440151.0,1876.0
break-filter-js-from-html__Uw5E58b,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-5-20251101@anthropic,True,1.0,True,52,30,194.22799682617188,,
break-filter-js-from-html__cvbh3uo,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-5-20251101@anthropic,True,1.0,True,136,83,582.677978515625,,
break-filter-js-from-html__s2qCwZN,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-5-20251101@anthropic,True,1.0,True,57,34,239.68899536132812,,
break-filter-js-from-html__yceYmpX,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-5-20251101@anthropic,True,1.0,True,47,24,207.13999938964844,,
break-filter-js-from-html__ydByLdJ,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-5-20251101@anthropic,True,1.0,True,214,135,884.4349975585938,,
break-filter-js-from-html__VyPqcqF,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-6@anthropic,True,1.0,True,29,18,114.60099792480469,,
break-filter-js-from-html__tmeUAmn,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-6@anthropic,True,1.0,True,55,23,324.0690002441406,,
break-filter-js-from-html__uVgbD9n,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-6@anthropic,True,1.0,True,59,33,248.0989990234375,,
break-filter-js-from-html__uugqZqQ,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-6@anthropic,True,1.0,True,37,17,170.2530059814453,,
break-filter-js-from-html__zXsNW53,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-opus-4-6@anthropic,True,1.0,True,41,20,177.08599853515625,,
break-filter-js-from-html__QacKzbf,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,90,50,302.37701416015625,2058004.0,720.0
break-filter-js-from-html__jcXX5ky,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-sonnet-4-5-20250929@anthropic,False,0.0,False,44,20,162.90499877929688,748483.0,386.0
break-filter-js-from-html__oqqZcAB,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,186,106,768.7860107421875,5884186.0,1805.0
break-filter-js-from-html__q89FLNh,terminalbench,break-filter-js-from-html,claude-code,claude-code,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,57,29,212.13299560546875,1045190.0,517.0
break-filter-js-from-html__7FjRQFv,terminalbench,break-filter-js-from-html,claude-code,claude-code,minimax-m2.1@minimax,False,0.0,False,223,85,1057.136962890625,,
break-filter-js-from-html__WKU7xSd,terminalbench,break-filter-js-from-html,claude-code,claude-code,minimax-m2.1@minimax,False,0.0,False,450,179,1228.89501953125,,
break-filter-js-from-html__fJSJ4Bp,terminalbench,break-filter-js-from-html,claude-code,claude-code,minimax-m2.1@minimax,False,0.0,False,33,10,552.406982421875,,
break-filter-js-from-html__jorHc5j,terminalbench,break-filter-js-from-html,claude-code,claude-code,minimax-m2.1@minimax,False,0.0,False,73,26,998.1630249023438,,
break-filter-js-from-html__qe2T3Xp,terminalbench,break-filter-js-from-html,claude-code,claude-code,minimax-m2.1@minimax,False,0.0,False,12,3,514.3709716796875,,
break-filter-js-from-html__UbDyJnA,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-codex@openai,False,0.0,False,9,0,82.46099853515625,30697.0,1704.0
break-filter-js-from-html__bYn9NyG,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-codex@openai,False,0.0,False,10,0,121.41899871826172,44879.0,3302.0
break-filter-js-from-html__kKxapDR,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-codex@openai,False,0.0,False,13,0,129.3090057373047,65611.0,3107.0
break-filter-js-from-html__5CvuUbR,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-mini@openai,False,0.0,False,12,0,80.39700317382812,78023.0,2420.0
break-filter-js-from-html__XnJHKK8,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-mini@openai,False,0.0,False,12,0,79.1240005493164,68567.0,2877.0
break-filter-js-from-html__YEYswUm,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-mini@openai,False,0.0,False,9,0,79.84600067138672,48463.0,1771.0
break-filter-js-from-html__mjsSvd6,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-mini@openai,False,0.0,False,11,0,84.85700225830078,66943.0,2285.0
break-filter-js-from-html__yh39sUA,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-mini@openai,False,0.0,False,12,0,86.44200134277344,66870.0,2254.0
break-filter-js-from-html__Axkvvwa,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-nano@openai,False,0.0,False,13,0,128.86900329589844,82253.0,7940.0
break-filter-js-from-html__HXjxU5c,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-nano@openai,False,0.0,False,14,0,122.80699920654297,85913.0,8251.0
break-filter-js-from-html__Mr4bMPi,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-nano@openai,False,0.0,False,9,0,68.54100036621094,39911.0,5155.0
break-filter-js-from-html__ZVqVXxJ,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-nano@openai,False,0.0,False,3,0,48.935001373291016,6646.0,2473.0
break-filter-js-from-html__acx95bm,terminalbench,break-filter-js-from-html,codex,codex,gpt-5-nano@openai,False,0.0,False,8,0,99.6449966430664,38540.0,4645.0
break-filter-js-from-html__LvVB9QJ,terminalbench,break-filter-js-from-html,codex,codex,gpt-5@openai,False,0.0,False,13,0,101.0739974975586,78942.0,2639.0
break-filter-js-from-html__W5D6qr8,terminalbench,break-filter-js-from-html,codex,codex,gpt-5@openai,False,0.0,False,11,0,72.39900207519531,58346.0,1846.0
break-filter-js-from-html__asDqen7,terminalbench,break-filter-js-from-html,codex,codex,gpt-5@openai,False,0.0,False,7,0,129.88600158691406,24707.0,2453.0
break-filter-js-from-html__atTQbZP,terminalbench,break-filter-js-from-html,codex,codex,gpt-5@openai,False,0.0,False,12,0,133.78900146484375,68357.0,2291.0
break-filter-js-from-html__esB3gRp,terminalbench,break-filter-js-from-html,codex,codex,gpt-5@openai,False,0.0,False,16,0,115.58599853515625,110406.0,3277.0
break-filter-js-from-html__CVMJRxr,terminalbench,break-filter-js-from-html,deepagent-harbor,deepagent-harbor,gpt-5.2-codex@openai,False,0.0,False,11,6,74.19200134277344,,
break-filter-js-from-html__J2d7BGR,terminalbench,break-filter-js-from-html,deepagent-harbor,deepagent-harbor,gpt-5.2-codex@openai,True,1.0,True,94,66,1096.7860107421875,,
break-filter-js-from-html__PM3ZYWk,terminalbench,break-filter-js-from-html,deepagent-harbor,deepagent-harbor,gpt-5.2-codex@openai,False,0.0,False,2,0,1215.43701171875,,
break-filter-js-from-html__ZCxGN5B,terminalbench,break-filter-js-from-html,deepagent-harbor,deepagent-harbor,gpt-5.2-codex@openai,True,1.0,True,38,22,546.8070068359375,,
break-filter-js-from-html__wXqpkN7,terminalbench,break-filter-js-from-html,deepagent-harbor,deepagent-harbor,gpt-5.2-codex@openai,True,1.0,True,23,12,297.47100830078125,,
break-filter-js-from-html__5Twnqu8,terminalbench,break-filter-js-from-html,gemini-cli,gemini-cli,gemini-2.5-flash@gemini,False,0.0,False,15,9,117.12999725341797,140501.0,2882.0
break-filter-js-from-html__J5NpBCi,terminalbench,break-filter-js-from-html,gemini-cli,gemini-cli,gemini-2.5-flash@gemini,False,0.0,False,6,3,98.64800262451172,42073.0,1002.0
break-filter-js-from-html__KmrYjKj,terminalbench,break-filter-js-from-html,gemini-cli,gemini-cli,gemini-2.5-flash@gemini,False,0.0,False,13,9,390.5820007324219,132417.0,70887.0
break-filter-js-from-html__VuGe3hQ,terminalbench,break-filter-js-from-html,gemini-cli,gemini-cli,gemini-2.5-flash@gemini,False,0.0,False,6,3,76.06800079345703,44193.0,1608.0
break-filter-js-from-html__gGU3tWJ,terminalbench,break-filter-js-from-html,gemini-cli,gemini-cli,gemini-2.5-flash@gemini,False,0.0,False,14,8,130.28199768066406,118332.0,2101.0
break-filter-js-from-html__8yQp7gT,terminalbench,break-filter-js-from-html,gemini-cli,gemini-cli,gemini-2.5-pro@gemini,False,0.0,False,6,2,103.73300170898438,49777.0,2936.0
break-filter-js-from-html__HRgS9d6,terminalbench,break-filter-js-from-html,gemini-cli,gemini-cli,gemini-2.5-pro@gemini,False,0.0,False,20,13,535.89599609375,204008.0,67102.0
break-filter-js-from-html__KtbUT88,terminalbench,break-filter-js-from-html,gemini-cli,gemini-cli,gemini-2.5-pro@gemini,False,0.0,False,6,3,165.10899353027344,44293.0,1628.0
break-filter-js-from-html__tZ32fPq,terminalbench,break-filter-js-from-html,gemini-cli,gemini-cli,gemini-2.5-pro@gemini,False,0.0,False,8,3,97.86399841308594,63240.0,1549.0
break-filter-js-from-html__hdZTKGV,terminalbench,break-filter-js-from-html,judy,judy,claude-opus-4.6@anthropic,True,1.0,True,43,2,513.2960205078125,,
break-filter-js-from-html__5cJ3RCH,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,False,0.0,False,274,273,1241.6519775390625,8859371.0,45541.0
break-filter-js-from-html__A9r3iEU,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,False,0.0,False,167,161,775.2000122070312,3692158.0,46237.0
break-filter-js-from-html__KXYUcFy,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,True,1.0,True,111,95,514.7969970703125,1736811.0,33820.0
break-filter-js-from-html__Vse5wh8,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,False,0.0,False,157,155,817.7100219726562,3367242.0,37670.0
break-filter-js-from-html__sEvMzT7,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,True,1.0,True,55,53,183.92300415039062,410180.0,9481.0
break-filter-js-from-html__QABhJ9p,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-opus-4-1-20250805@anthropic,False,0.0,False,92,90,784.3480224609375,1002152.0,12488.0
break-filter-js-from-html__RNDfejy,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-opus-4-1-20250805@anthropic,False,0.0,False,137,133,898.4140014648438,2038623.0,17776.0
break-filter-js-from-html__VmN2svh,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-opus-4-1-20250805@anthropic,False,0.0,False,129,127,795.0960083007812,1775646.0,18001.0
break-filter-js-from-html__j4zhXxn,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-opus-4-1-20250805@anthropic,False,0.0,False,106,100,778.5009765625,1287250.0,14008.0
break-filter-js-from-html__mfspDnn,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-opus-4-1-20250805@anthropic,False,0.0,False,117,114,831.0469970703125,1639614.0,17038.0
break-filter-js-from-html__dgbMBK6,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,False,0.0,False,168,166,1176.595947265625,3176393.0,23319.0
break-filter-js-from-html__ipJVG57,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,44,41,284.2950134277344,257980.0,6132.0
break-filter-js-from-html__m7rqXa8,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,125,122,710.64501953125,1624971.0,15136.0
break-filter-js-from-html__nSogUpR,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,True,1.0,True,191,189,1189.488037109375,3885817.0,22615.0
break-filter-js-from-html__BnZWSDK,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gemini-2.5-flash@gemini,False,0.0,False,11,9,63.59600067138672,16307.0,1329.0
break-filter-js-from-html__YytgLub,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gemini-2.5-flash@gemini,False,0.0,False,7,5,62.867000579833984,6967.0,659.0
break-filter-js-from-html__orBRHGT,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gemini-2.5-flash@gemini,False,0.0,False,7,5,47.119998931884766,6972.0,799.0
break-filter-js-from-html__y8FbRrP,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gemini-2.5-flash@gemini,False,0.0,False,10,8,49.02000045776367,13688.0,1135.0
break-filter-js-from-html__yQdRrCj,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gemini-2.5-flash@gemini,False,0.0,False,11,9,59.053001403808594,18273.0,1562.0
break-filter-js-from-html__2R3WVf5,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gemini-2.5-pro@gemini,False,0.0,False,8,6,74.13200378417969,9502.0,2127.0
break-filter-js-from-html__HpxC3Nh,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gemini-2.5-pro@gemini,False,0.0,False,8,6,80.66799926757812,9622.0,2944.0
break-filter-js-from-html__Ren9gY5,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gemini-2.5-pro@gemini,False,0.0,False,11,9,89.3479995727539,15689.0,4598.0
break-filter-js-from-html__Y4nEtog,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gemini-2.5-pro@gemini,False,0.0,False,9,7,99.9800033569336,13005.0,4040.0
break-filter-js-from-html__w9FTFVD,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gemini-2.5-pro@gemini,False,0.0,False,33,31,345.3909912109375,151066.0,29044.0
break-filter-js-from-html__6iEP75a,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gpt-5-codex@openai,False,0.0,False,18,16,287.8760070800781,37480.0,11141.0
break-filter-js-from-html__FS9o6H2,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gpt-5-codex@openai,False,0.0,False,13,11,178.781005859375,21912.0,6266.0
break-filter-js-from-html__QJikiqR,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gpt-5-codex@openai,False,0.0,False,8,6,90.43299865722656,8954.0,2480.0
break-filter-js-from-html__mXWdn3b,terminalbench,break-filter-js-from-html,mini-swe-agent,mini-swe-agent,gpt-5-codex@openai,False,0.0,False,6,4,66.88999938964844,4344.0,1076.0
